V1,V2
2.1030854533750185,-4.838287147602044
3.1848491846467426,-1.933698644268762
4.587845331208824,-4.562247053342494
1.8696243257537146,-2.7242844881490793
2.9197482434490105,-5.047572626994981
3.1324202843810944,-5.965878241447325
3.707954729271733,-4.322971093759972
2.7603019758281597,-3.0641374731913666
4.984473936652927,-2.860770197265917
2.8612129878803354,-2.328381232674005
3.4176507507925558,-5.7882422067648545
3.9817527774636616,-1.9687574812447513
2.607304644496187,-4.703144332993886
1.9603310230510866,-3.8418352374398776
4.782228960308575,-3.4937652025192802
0.6889309153948333,-4.819995105616198
3.8786045809212646,-5.998846994964124
3.035806718015226,-4.479292591451641
4.012828692127083,-3.9158200956777574
3.432265154539617,-4.895486610663309
5.090819205249145,-4.921275665507737
1.8000741803561289,-3.669550496534685
4.589638200290071,-4.141660808936082
4.954651642223253,-3.5651522384973013
3.0049377768281427,-4.053722626017184
-2.451706387846126,-0.9071103755934892
0.47723730261361696,1.303512232422266
-0.5965581686314033,0.7717897755398605
0.7922032702996493,1.0525255953076438
0.2896367101773477,-1.4100383406637087
0.7389386037621251,0.9959845897777508
0.31896040109764867,-1.6957649033790245
1.0761643538120047,-0.5333721425471967
-0.28415772048824606,-1.3722694511430804
-0.7766752739797577,-2.207919778804642
-0.5956604986917766,1.8221225187535568
-1.7259797791460327,-0.6533934108187789
-0.9025844797636879,-0.28468121935506796
-0.5590619149004658,-0.38694960364493114
-0.24651256733351554,0.38669497464607283
-0.38358622843144385,1.6003908515395235
-1.9591031751671286,1.6811549557668157
-0.8417050601356082,-1.1836063882272578
1.9035474673476436,-1.358457253563199
0.6224939301207372,-1.5126707947210034
1.9909204355803138,-1.2531048993691982
-0.3054837248414542,1.9593570771456046
-0.09084423520075918,0.007645872132767506
-0.18416145155126137,-0.8426151975896328
-1.1987677653074125,-0.6011601051523489
